All,الكل
The default decimal value is invalid. Verify the value and try again.,The default decimal value is invalid. Verify the value and try again.
The default date is invalid. Verify the date and try again.,The default date is invalid. Verify the date and try again.
The entity supplied is invalid. Verify the entity and try again.,The entity supplied is invalid. Verify the entity and try again.
"The ""%1"" backend model is invalid. Verify the backend model and try again.","The ""%1"" backend model is invalid. Verify the backend model and try again."
The attribute code is empty. Enter the code and try again.,The attribute code is empty. Enter the code and try again.
"The ""%1"" attribute doesn't work with options.","The ""%1"" attribute doesn't work with options."
"The ""%1"" attribute can't be saved.","The ""%1"" attribute can't be saved."
"The ""%1"" attribute has no option.","The ""%1"" attribute has no option."
"The options for ""%1"" attribute can't be loaded.","The options for ""%1"" attribute can't be loaded."
"The ""%1"" attribute doesn't include an option with ""%2"" ID.","The ""%1"" attribute doesn't include an option with ""%2"" ID."
"The entity attribute with the ""%1"" ID isn't found. Reset the attribute and try again.","The entity attribute with the ""%1"" ID isn't found. Reset the attribute and try again."
The attribute set name is empty. Enter the name and try again.,The attribute set name is empty. Enter the name and try again.
"A ""%1"" attribute set name already exists. Create a new name and try again.","A ""%1"" attribute set name already exists. Create a new name and try again."
"The ""%1"" entity supplied is invalid. Verify the entity and try again.","The ""%1"" entity supplied is invalid. Verify the entity and try again."
"The object wasn't added because it's invalid. To continue, enter a valid object and try again.","The object wasn't added because it's invalid. To continue, enter a valid object and try again."
"The ""%1"" attribute requested is invalid. Verify the attribute and try again.","The ""%1"" attribute requested is invalid. Verify the attribute and try again."
The foreign key is invalid. Verify the foreign key and try again.,The foreign key is invalid. Verify the foreign key and try again.
The entity type is invalid. Verify the entity type and try again.,The entity type is invalid. Verify the entity type and try again.
The attribute type is invalid. Verify the attribute type and try again.,The attribute type is invalid. Verify the attribute type and try again.
"A joint field with a ""%1"" alias is already declared.","A joint field with a ""%1"" alias is already declared."
A header row is missing for an attribute. Verify the header row and try again.,A header row is missing for an attribute. Verify the header row and try again.
"The ""%1"" attribute name is invalid. Reset the name and try again.","The ""%1"" attribute name is invalid. Reset the name and try again."
The form type is invalid. Reset the type and try again.,The form type is invalid. Reset the type and try again.
The EAV attribute is invalid. Verify the attribute and try again.,The EAV attribute is invalid. Verify the attribute and try again.
The default option isn't defined. Set the option and try again.,The default option isn't defined. Set the option and try again.
The entity ID is incorrect. Verify the ID and try again.,The entity ID is incorrect. Verify the ID and try again.
The attribute group ID is incorrect. Verify the ID and try again.,The attribute group ID is incorrect. Verify the ID and try again.
These changes affect all related products.,These changes affect all related products.
Text Editor,Text Editor
"""Entity type should be specified","""Entity type should be specified"
"""Attribute code should be specified","""Attribute code should be specified"
Attribute code %1 of entity type %2 not configured to have a type.,Attribute code %1 of entity type %2 not configured to have a type.
Missing %1 for the input %2.,Missing %1 for the input %2.
Type %1 has no internal representation declared.,Type %1 has no internal representation declared.
Cannot resolve EAV type,Cannot resolve EAV type
The search failed because of a search engine misconfiguration.,The search failed because of a search engine misconfiguration.
"There is no such data mapper ""%1"" for interface %2","There is no such data mapper ""%1"" for interface %2"
"Data mapper ""%1"" must implement interface %2","Data mapper ""%1"" must implement interface %2"
Could not ping search engine: %1,لا يمكن تنفيذ الأمر ping محرك البحث: %1
Elasticsearch Server Hostname,اسم مضيف خادم الاستيكسيارتش
Elasticsearch Server Port,منفذ الملقم الاستيكسيرتش
Elasticsearch Index Prefix,بادئة مؤشر الاستيكسيرتش
Enable Elasticsearch HTTP Auth,تمكين مصادقة HTTP الاستيكسيرتش
Elasticsearch HTTP Username,الاستيكسيرتش HTTP اسم المستخدم
Elasticsearch HTTP Password,الاستيكسيرتش HTTP كلمة المرور
Elasticsearch Server Timeout,مهلة الملقم الاستيكسيرتش
Test Connection,تجربة الإتصال
We were unable to perform the search because of a search engine misconfiguration.,لم نتمكن من إجراء البحث بسبب ضبط خاطئ لمحرك البحث.
Add New Template,إضافة قالب جديد
Transactional Emails,معاملات رسائل البريد الالكتروني
Delete Template,حذف القالب
Convert to Plain Text,تحويل إلى نص عادي
Return Html Version,إرجاع إصدار Html
Preview Template,معاينة القالب
Save Template,حفظ القالب
Load Template,تحميل قالب
Edit Email Template,تعديل قالب البريد الإلكتروني
New Email Template,قالب بريد إلكتروني جديد
Template Information,معلومات القالب
Currently Used For,المستخدم حاليا ل
Template Name,اسم القالب
Template Subject,موضوع القالب
Insert Variable...,إدراج متغير...
Template Content,محتوى القالب
Template Styles,أنماط قالب
You deleted the email template.,لقد حذفت قالب البريد الإلكتروني.
The email template is currently being used.,قالب البريد الإلكتروني مستخدم حاليا.
We can't delete email template data right now. Please review log and try again.,لا يمكن حذف بيانات قالب البريد الإلكتروني الآن. الرجاء مراجعة السجل وحاول مرة أخرى.
